window_start,window_end,period_hours,turbine_id,min_power_output,max_power_output,avg_power_output
2022-03-21 00:00:00,2022-03-22 00:00:00,24,2,1.7,4.4,3.1583333333333337
2022-03-21 00:00:00,2022-03-22 00:00:00,24,3,1.5,4.4,3.3416666666666663
2022-03-21 00:00:00,2022-03-22 00:00:00,24,4,1.6,4.5,2.9499999999999993
2022-03-21 00:00:00,2022-03-22 00:00:00,24,5,1.6,4.2,2.7208333333333337
2022-03-21 00:00:00,2022-03-22 00:00:00,24,6,1.6,4.3,2.8375000000000004
2022-03-21 00:00:00,2022-03-22 00:00:00,24,7,1.6,4.4,2.9874999999999994
2022-03-21 00:00:00,2022-03-22 00:00:00,24,8,1.5,4.1,2.7874999999999996
2022-03-21 00:00:00,2022-03-22 00:00:00,24,9,1.5,4.3,2.795833333333334
2022-03-21 00:00:00,2022-03-22 00:00:00,24,10,1.6,4.3,2.808333333333334
2022-03-21 00:00:00,2022-03-22 00:00:00,24,11,1.5,4.5,3.0375
2022-03-21 00:00:00,2022-03-22 00:00:00,24,12,1.5,4.5,3.1833333333333336
2022-03-21 00:00:00,2022-03-22 00:00:00,24,13,1.5,4.5,3.0375
2022-03-21 00:00:00,2022-03-22 00:00:00,24,14,1.6,4.5,3.329166666666667
2022-03-21 00:00:00,2022-03-22 00:00:00,24,15,1.5,4.3,3.054166666666667
2022-03-22 00:00:00,2022-03-23 00:00:00,24,1,1.6,4.2,2.8125
2022-03-22 00:00:00,2022-03-23 00:00:00,24,2,1.6,4.5,2.920833333333334
2022-03-22 00:00:00,2022-03-23 00:00:00,24,3,1.6,4.5,2.983333333333334
2022-03-22 00:00:00,2022-03-23 00:00:00,24,4,1.9,4.5,3.2125
2022-03-22 00:00:00,2022-03-23 00:00:00,24,5,1.8,4.4,2.829166666666666
2022-03-22 00:00:00,2022-03-23 00:00:00,24,6,1.7,4.3,3.1666666666666665
2022-03-22 00:00:00,2022-03-23 00:00:00,24,7,1.5,4.3,3.1333333333333333
2022-03-22 00:00:00,2022-03-23 00:00:00,24,8,1.6,4.4,2.8249999999999997
2022-03-22 00:00:00,2022-03-23 00:00:00,24,9,1.5,4.4,2.9125
2022-03-22 00:00:00,2022-03-23 00:00:00,24,10,1.5,4.4,2.8958333333333335
2022-03-22 00:00:00,2022-03-23 00:00:00,24,11,1.5,4.5,2.554166666666667
2022-03-22 00:00:00,2022-03-23 00:00:00,24,12,1.6,4.4,3.1999999999999993
2022-03-22 00:00:00,2022-03-23 00:00:00,24,13,1.6,4.4,3.0416666666666665
2022-03-22 00:00:00,2022-03-23 00:00:00,24,14,1.9,4.5,2.8416666666666672
2022-03-22 00:00:00,2022-03-23 00:00:00,24,15,1.6,4.5,2.9958333333333336
2022-03-23 00:00:00,2022-03-24 00:00:00,24,1,1.7,4.4,3.225
2022-03-23 00:00:00,2022-03-24 00:00:00,24,2,1.5,4.3,2.9666666666666663
2022-03-23 00:00:00,2022-03-24 00:00:00,24,3,1.5,4.2,2.795833333333334
2022-03-23 00:00:00,2022-03-24 00:00:00,24,4,1.8,4.5,3.3166666666666664
2022-03-23 00:00:00,2022-03-24 00:00:00,24,5,1.6,4.5,2.9333333333333336
2022-03-23 00:00:00,2022-03-24 00:00:00,24,6,1.5,4.5,3.2916666666666674
2022-03-23 00:00:00,2022-03-24 00:00:00,24,7,1.5,4.4,2.704166666666667
2022-03-23 00:00:00,2022-03-24 00:00:00,24,8,1.6,4.5,3.1750000000000003
2022-03-23 00:00:00,2022-03-24 00:00:00,24,9,1.5,4.1,2.6875
2022-03-23 00:00:00,2022-03-24 00:00:00,24,10,1.8,4.5,3.066666666666667
2022-03-23 00:00:00,2022-03-24 00:00:00,24,11,1.7,4.5,3.0166666666666675
2022-03-23 00:00:00,2022-03-24 00:00:00,24,12,1.5,4.4,3.0041666666666664
2022-03-23 00:00:00,2022-03-24 00:00:00,24,13,1.6,4.4,3.266666666666666
2022-03-23 00:00:00,2022-03-24 00:00:00,24,14,1.5,4.5,2.9625000000000004
2022-03-23 00:00:00,2022-03-24 00:00:00,24,15,1.6,4.4,3.141666666666666
2022-03-24 00:00:00,2022-03-25 00:00:00,24,1,1.6,4.3,2.9791666666666665
2022-03-24 00:00:00,2022-03-25 00:00:00,24,2,1.6,4.4,3.1583333333333337
2022-03-24 00:00:00,2022-03-25 00:00:00,24,3,1.9,4.4,3.158333333333333
2022-03-24 00:00:00,2022-03-25 00:00:00,24,4,1.6,4.5,3.025
2022-03-24 00:00:00,2022-03-25 00:00:00,24,5,1.5,4.3,3.2083333333333326
2022-03-24 00:00:00,2022-03-25 00:00:00,24,6,1.6,4.5,3.2499999999999996
2022-03-24 00:00:00,2022-03-25 00:00:00,24,7,1.5,4.4,2.75
2022-03-24 00:00:00,2022-03-25 00:00:00,24,8,1.5,4.3,2.9
2022-03-24 00:00:00,2022-03-25 00:00:00,24,9,1.5,4.5,2.795833333333334
2022-03-24 00:00:00,2022-03-25 00:00:00,24,10,1.5,4.4,3.1625
2022-03-24 00:00:00,2022-03-25 00:00:00,24,11,1.8,4.3,3.1541666666666655
2022-03-24 00:00:00,2022-03-25 00:00:00,24,12,1.6,4.4,3.170833333333334
2022-03-24 00:00:00,2022-03-25 00:00:00,24,13,1.6,4.0,2.6625
2022-03-24 00:00:00,2022-03-25 00:00:00,24,14,1.7,4.4,3.2750000000000004
2022-03-24 00:00:00,2022-03-25 00:00:00,24,15,1.8,4.4,2.954166666666666
2022-03-25 00:00:00,2022-03-26 00:00:00,24,1,1.5,4.4,3.0666666666666664
2022-03-25 00:00:00,2022-03-26 00:00:00,24,2,1.6,4.3,2.7249999999999996
2022-03-25 00:00:00,2022-03-26 00:00:00,24,3,1.8,4.5,3.0374999999999996
2022-03-25 00:00:00,2022-03-26 00:00:00,24,4,1.7,4.3,3.270833333333334
2022-03-25 00:00:00,2022-03-26 00:00:00,24,5,1.9,4.5,3.1583333333333345
2022-03-25 00:00:00,2022-03-26 00:00:00,24,6,1.7,4.4,3.079166666666667
2022-03-25 00:00:00,2022-03-26 00:00:00,24,7,1.9,4.4,3.225
2022-03-25 00:00:00,2022-03-26 00:00:00,24,8,1.5,4.2,3.0041666666666664
2022-03-25 00:00:00,2022-03-26 00:00:00,24,9,1.6,4.4,3.2375000000000003
2022-03-25 00:00:00,2022-03-26 00:00:00,24,10,1.5,4.5,3.1416666666666675
2022-03-25 00:00:00,2022-03-26 00:00:00,24,11,1.5,4.2,2.7416666666666667
2022-03-25 00:00:00,2022-03-26 00:00:00,24,12,1.7,4.5,3.2291666666666665
2022-03-25 00:00:00,2022-03-26 00:00:00,24,13,1.5,4.4,2.941666666666667
2022-03-25 00:00:00,2022-03-26 00:00:00,24,14,1.5,4.4,2.904166666666667
2022-03-25 00:00:00,2022-03-26 00:00:00,24,15,1.6,4.4,3.2125
2022-03-26 00:00:00,2022-03-27 00:00:00,24,1,1.5,4.5,2.8166666666666664
2022-03-26 00:00:00,2022-03-27 00:00:00,24,2,1.5,4.5,2.9875000000000003
2022-03-26 00:00:00,2022-03-27 00:00:00,24,3,1.6,4.4,2.733333333333333
2022-03-26 00:00:00,2022-03-27 00:00:00,24,4,1.5,4.4,2.470833333333333
2022-03-26 00:00:00,2022-03-27 00:00:00,24,5,1.6,4.1,2.9875000000000003
2022-03-26 00:00:00,2022-03-27 00:00:00,24,6,1.7,4.5,3.0124999999999997
2022-03-26 00:00:00,2022-03-27 00:00:00,24,7,1.6,4.3,3.2041666666666657
2022-03-26 00:00:00,2022-03-27 00:00:00,24,8,1.6,4.3,2.8458333333333337
2022-03-26 00:00:00,2022-03-27 00:00:00,24,9,1.5,4.5,3.220833333333333
2022-03-26 00:00:00,2022-03-27 00:00:00,24,10,2.0,4.3,2.9166666666666665
2022-03-26 00:00:00,2022-03-27 00:00:00,24,11,1.6,4.5,3.354166666666666
2022-03-26 00:00:00,2022-03-27 00:00:00,24,12,1.6,4.5,3.0208333333333335
2022-03-26 00:00:00,2022-03-27 00:00:00,24,13,1.6,4.4,2.9416666666666664
2022-03-26 00:00:00,2022-03-27 00:00:00,24,14,1.7,4.4,3.0125000000000006
2022-03-26 00:00:00,2022-03-27 00:00:00,24,15,1.7,4.5,3.141666666666666
2022-03-27 00:00:00,2022-03-28 01:00:00,24,1,1.7,4.4,3.091666666666667
2022-03-27 00:00:00,2022-03-28 01:00:00,24,2,1.5,4.4,3.1249999999999996
2022-03-27 00:00:00,2022-03-28 01:00:00,24,3,1.6,4.4,2.779166666666667
2022-03-27 00:00:00,2022-03-28 01:00:00,24,4,1.6,4.5,2.8874999999999993
2022-03-27 00:00:00,2022-03-28 01:00:00,24,5,1.6,4.5,2.9000000000000004
2022-03-27 00:00:00,2022-03-28 01:00:00,24,6,1.6,4.5,3.0958333333333337
2022-03-27 00:00:00,2022-03-28 01:00:00,24,7,1.5,4.4,3.045833333333333
2022-03-27 00:00:00,2022-03-28 01:00:00,24,8,1.6,4.1,2.875
2022-03-27 00:00:00,2022-03-28 01:00:00,24,9,1.5,4.3,3.1791666666666667
2022-03-27 00:00:00,2022-03-28 01:00:00,24,10,1.5,4.4,3.1874999999999996
2022-03-27 00:00:00,2022-03-28 01:00:00,24,11,1.6,4.4,3.0291666666666655
2022-03-27 00:00:00,2022-03-28 01:00:00,24,12,1.5,4.3,2.9166666666666665
2022-03-27 00:00:00,2022-03-28 01:00:00,24,13,1.5,4.5,2.9708333333333337
2022-03-27 00:00:00,2022-03-28 01:00:00,24,14,1.6,4.0,2.983333333333334
2022-03-27 00:00:00,2022-03-28 01:00:00,24,15,1.6,4.5,2.9958333333333336
2022-03-28 01:00:00,2022-03-29 01:00:00,24,1,1.6,4.5,3.191666666666667
2022-03-28 01:00:00,2022-03-29 01:00:00,24,2,1.6,4.5,2.9
2022-03-28 01:00:00,2022-03-29 01:00:00,24,3,1.6,4.2,2.770833333333334
2022-03-28 01:00:00,2022-03-29 01:00:00,24,4,1.6,4.4,2.8375
2022-03-28 01:00:00,2022-03-29 01:00:00,24,5,1.6,4.5,3.029166666666667
2022-03-28 01:00:00,2022-03-29 01:00:00,24,6,1.5,4.3,2.970833333333333
2022-03-28 01:00:00,2022-03-29 01:00:00,24,7,1.8,4.5,2.983333333333334
2022-03-28 01:00:00,2022-03-29 01:00:00,24,8,1.6,4.4,3.0500000000000003
2022-03-28 01:00:00,2022-03-29 01:00:00,24,9,1.6,4.2,2.845833333333333
2022-03-28 01:00:00,2022-03-29 01:00:00,24,10,1.5,4.5,3.220833333333333
2022-03-28 01:00:00,2022-03-29 01:00:00,24,11,1.5,4.4,2.9000000000000004
2022-03-28 01:00:00,2022-03-29 01:00:00,24,12,1.7,4.4,3.0958333333333337
2022-03-28 01:00:00,2022-03-29 01:00:00,24,13,1.6,4.4,2.8624999999999994
2022-03-28 01:00:00,2022-03-29 01:00:00,24,14,1.5,4.2,2.8958333333333335
2022-03-28 01:00:00,2022-03-29 01:00:00,24,15,1.7,4.3,3.1166666666666667
2022-03-29 01:00:00,2022-03-30 01:00:00,24,1,1.5,4.5,3.0624999999999996
2022-03-29 01:00:00,2022-03-30 01:00:00,24,2,1.5,4.3,3.058333333333333
2022-03-29 01:00:00,2022-03-30 01:00:00,24,3,1.7,4.4,2.8249999999999997
2022-03-29 01:00:00,2022-03-30 01:00:00,24,4,1.6,4.2,2.904166666666667
2022-03-29 01:00:00,2022-03-30 01:00:00,24,5,1.6,4.3,3.258333333333333
2022-03-29 01:00:00,2022-03-30 01:00:00,24,6,1.6,4.5,2.9250000000000003
2022-03-29 01:00:00,2022-03-30 01:00:00,24,7,1.5,4.4,3.066666666666667
2022-03-29 01:00:00,2022-03-30 01:00:00,24,8,1.5,4.4,2.9625000000000004
2022-03-29 01:00:00,2022-03-30 01:00:00,24,9,1.6,4.1,2.5875000000000004
2022-03-29 01:00:00,2022-03-30 01:00:00,24,10,1.6,4.4,3.1583333333333337
2022-03-29 01:00:00,2022-03-30 01:00:00,24,11,1.7,4.4,2.8666666666666667
2022-03-29 01:00:00,2022-03-30 01:00:00,24,12,1.7,4.3,3.108333333333334
2022-03-29 01:00:00,2022-03-30 01:00:00,24,13,1.7,4.5,2.8666666666666667
2022-03-29 01:00:00,2022-03-30 01:00:00,24,14,1.6,4.5,2.8833333333333333
2022-03-29 01:00:00,2022-03-30 01:00:00,24,15,1.6,4.5,3.2375000000000003
2022-03-30 01:00:00,2022-03-31 01:00:00,24,1,1.5,4.4,3.0333333333333337
2022-03-30 01:00:00,2022-03-31 01:00:00,24,2,1.7,4.4,3.0416666666666665
2022-03-30 01:00:00,2022-03-31 01:00:00,24,3,1.6,4.5,2.8041666666666667
2022-03-30 01:00:00,2022-03-31 01:00:00,24,4,1.6,4.4,3.0875000000000004
2022-03-30 01:00:00,2022-03-31 01:00:00,24,5,1.5,4.5,2.9749999999999996
2022-03-30 01:00:00,2022-03-31 01:00:00,24,6,1.6,4.5,2.8708333333333336
2022-03-30 01:00:00,2022-03-31 01:00:00,24,7,1.8,4.2,3.2083333333333335
2022-03-30 01:00:00,2022-03-31 01:00:00,24,8,1.6,4.4,3.079166666666667
2022-03-30 01:00:00,2022-03-31 01:00:00,24,9,1.5,4.2,2.758333333333333
2022-03-30 01:00:00,2022-03-31 01:00:00,24,10,1.7,4.4,3.0583333333333336
2022-03-30 01:00:00,2022-03-31 01:00:00,24,11,1.7,4.3,3.0875
2022-03-30 01:00:00,2022-03-31 01:00:00,24,12,1.8,4.5,3.2874999999999996
2022-03-30 01:00:00,2022-03-31 01:00:00,24,13,1.7,4.5,2.9666666666666663
2022-03-30 01:00:00,2022-03-31 01:00:00,24,14,1.5,4.4,2.9291666666666667
2022-03-30 01:00:00,2022-03-31 01:00:00,24,15,1.5,4.3,2.8124999999999996
2022-03-31 01:00:00,2022-04-01 01:00:00,24,1,1.6,4.3,2.978260869565218
2022-03-31 01:00:00,2022-04-01 01:00:00,24,2,1.6,4.4,3.247826086956522
2022-03-31 01:00:00,2022-04-01 01:00:00,24,3,1.5,4.3,2.9130434782608696
2022-03-31 01:00:00,2022-04-01 01:00:00,24,4,1.7,4.4,3.026086956521739
2022-03-31 01:00:00,2022-04-01 01:00:00,24,5,1.5,4.2,2.952173913043478
2022-03-31 01:00:00,2022-04-01 01:00:00,24,6,1.6,4.0,2.7695652173913046
2022-03-31 01:00:00,2022-04-01 01:00:00,24,7,1.6,4.3,2.743478260869565
2022-03-31 01:00:00,2022-04-01 01:00:00,24,8,1.7,4.4,3.365217391304348
2022-03-31 01:00:00,2022-04-01 01:00:00,24,9,2.2,4.3,3.347826086956522
2022-03-31 01:00:00,2022-04-01 01:00:00,24,10,1.6,4.3,2.708695652173913
2022-03-31 01:00:00,2022-04-01 01:00:00,24,11,1.5,4.3,2.9086956521739125
2022-03-31 01:00:00,2022-04-01 01:00:00,24,12,1.6,4.4,2.965217391304348
2022-03-31 01:00:00,2022-04-01 01:00:00,24,13,1.6,4.5,3.3478260869565224
2022-03-31 01:00:00,2022-04-01 01:00:00,24,14,1.6,4.3,3.3
2022-03-31 01:00:00,2022-04-01 01:00:00,24,15,1.7,4.4,2.8608695652173917
